status;official;origin;balancedVersion;IGNORE_workComment;card_code;title;IGNORE_phaseUp;phaseUp;phaseDown;cost;startingMegacredits;card_Type;IGNORE_tag_one;IGNORE_tag_two;IGNORE_tag_three;tagsId;vpNumber;vpScaling;IGNORE_requirement_desc;IGNORE_description;effectSummaryType;effectSummaryOption;effectSummaryType2;effectSummaryOption2;prerequisiteType;prerequisiteTresholdType;prerequisitePaidRessource;prerequisiteTag;prerequisiteTagId;prerequisiteTresholdStep;prerequisiteTresholdValue;IGNORE_stockableRessource1;IGNORE_stockableRessource1;IGNORE_stockableRessource1;stockableRessource;title_en;title_fr;vpText_en;vpText_fr;effectSummaryText_en;effectSummaryText_fr;effectText_en;effectText_fr;effectSummaryText2_en;effectSummaryText2_fr;effectText2_en;effectText2_fr;playedText_en;playedText_fr;prerequisiteSummaryText_en;prerequisiteSummaryText_fr;prerequisiteText_en;prerequisiteText_fr;actionTextOption1_en;actionTextOption1_fr;actionTextOption2_en;actionTextOption2_fr
validated;yes;base;;;35;Interplenetary Relations;V;V;;35;;blueProject;space;jovian;;1,5;*;1;;"*=1 victory point for every 4 cards you have played.
EFFECT: When you draw cards during the research phase, draw an additional card and keep an additional card.";trigger;;;;;;;;;;;;;;;Interplenetary Relations;Relations Interplanétaires;/ $other_omnicard$$other_omnicard$$other_omnicard$$other_omnicard$;/ $other_omnicard$$other_omnicard$$other_omnicard$$other_omnicard$;$other_researchsymbol$: $other_researchcard$$ressource_card$;$other_researchsymbol$: $other_researchcard$$ressource_card$;EFFECT: When you draw cards during the research phase, draw an additional card and keep an additional card.;EFFET: Lorsque vous piochez des cartes pendant la phase de recherche, piochez une carte supplémentaire et conservez une carte supplémentaire. ;;;;;;;;;;;;;;
validated;yes;base;;;36;Interns;V;V;;3;;blueProject;science;;;2;;0;;EFFECT: When you draw cards during the research phase, draw 2 additional cards.;trigger;;;;;;;;;;;;;;;Interns;Internes;Internes;;$other_researchsymbol$ : $other_researchcard$$other_researchcard$;$other_researchsymbol$ : $other_researchcard$$other_researchcard$;EFFECT: When you draw cards during the research phase, draw 2 additional cards.;EFFET: Lorsque vous piochez des cartes pendant la phase de recherche, piochez deux cartes supplémentaires.;;;;;;;;;;;;;;
validated;yes;base;;marche pour chaque badge joué sur la carte (exemple: double terre + jovien = 9 reduc + 3 cartes piochées);37;Interplanetary Conference;I-II;I-II;;6;;blueProject;earth;;;4;;0;;EFFECT: When you play an EARTH or JOVIAN, excluding this one, you pay 3 MC less and draw a card.;trigger;;;;;;;;;;;;;;;Interplanetary Conference;Conférence Interplanétaire;;;$tag_earth$ / $tag_jovian$ :$skipline$$ressource_megacreditvoid_-3$$ressource_card$;$tag_earth$ / $tag_jovian$ :$skipline$$ressource_megacreditvoid_-3$$ressource_card$;EFFECT: When you play an $tag_earth$ or $tag_jovian$, excluding this one, you pay 3 MC less and draw a card.;EFFET: Lorsque vous jouez un $tag_earth$ ou $tag_jovian$, celui-ci exclu, le coût est réduit de 3 MC et vous piochez une carte.;;;;;;;;;;;;;;
validated;yes;base;;;38;Ironworks;III;III;;12;;blueProject;building;;;0;;0;;ACTION: Spend 4 heat to raise oxygen 1 step.;action;;;;;;;;;;;;;;;Ironworks;Usines Sidérurgiques ;;;$other_arrow$$skipline$-4$ressource_heat$: $other_oxygen$;$other_arrow$$skipline$-4$ressource_heat$: $other_oxygen$;ACTION: Spend 4 heat to raise oxygen 1 step.;ACTION: Dépensez 41 chaleurs pour augmenter l'oxygène de 1 niveau. ;;;;;;;;;;;-4$ressource_heat$: $other_oxygen$;;;
validated;yes;base;;;39;Livestock;I-III;I-III;;15;;blueProject;animal;;;7;*;1;Oxygen yellow;"*=1 victory point per animal on this card.
EFFECT: When you raise the temperature, add 1 animal to this card.";trigger;;;;;;;;;;;animal;;;animal;Livestock;Bétail ;/ $ressource_animal$;/ $ressource_animal$;$other_temperature$: $ressource_animal$;$other_temperature$: $ressource_animal$;EFFECT: When you raise the temperature, add 1 animal to this card.;EFFET: Lorsque vous augmentez la température, ajoutez 1 animal sur cette carte. ;;;;;;;$other_oxygen$;$other_oxygen$;Requires a Yellow or higher Oxygen level.;Requiert un niveau d'oxygène jaune ou supérieur. ;;;;
validated;yes;base;;;40;Mars University;I-II;I-II;;10;;blueProject;science;building;;2,0;1;0;;EFFECT: Whenever you play a SCIENCE, including this one, you may discard a card. If that card had a PLANT, draw 2 cards. Otherwise, draw 1 card.;trigger;;;;;;;;;;;;;;;Mars University;Université de Mars ;;;$tag_science$:$other_discard$:$skipline$-$other_discard$$tag_plant$+$ressource_card$$ressource_card$/$skipline$-$other_discard$+$ressource_card$;$tag_science$:$other_discard$:$skipline$-$other_discard$$tag_plant$+$ressource_card$$ressource_card$/$skipline$-$other_discard$+$ressource_card$;EFFECT: Whenever you play a SCIENCE, including this one, you may discard a card. If that card had a $tag_plant$, draw 2 cards. Otherwise, draw 1 card.;EFFET: Lorsque vous jouez un $tag_science$, y compris celui-ci, vous pouvez défausser une carte. Si cette carte avait un $tag_plant$, piochez deux cartes. Sinon, piochez une carte. ;;;;;;;;;;;;;;
validated;yes;base;;;41;Matter Manufacturing;III;III;;9;;blueProject;science;;;2;;0;;ACTION: Spend 1 MC to draw a card.;action;;;;;;;;;;;;;;;Matter Manufacturing;Production de Matière ;;;$other_arrow$$skipline$$ressource_megacreditvoid_-1$: $ressource_card$;$other_arrow$$skipline$$ressource_megacreditvoid_-1$: $ressource_card$;ACTION: Spend 1 MC to draw a card.;ACTION: Dépensez 1 MC pour piocher une carte. ;;;;;;;;;;;$ressource_megacreditvoid_-1$: $ressource_card$;;;
validated;yes;base;;;42;Media Group;I-II;I-II;;11;;blueProject;earth;;;4;;0;;EFFECT: When you play an EVENT, you pay 5 MC less for it;trigger;;;;;;;;;;;;;;;Media Group;Groupe Médiatique;;;$tag_event$ : $ressource_megacreditvoid_-5$;$tag_event$ : $ressource_megacreditvoid_-5$;EFFECT: When you play an $tag_event$, you pay 5 MC less for it.;EFFET: Lorsque vous jouez $tag_event$, le coût associé est réduit de 5 MC.;;;;;;;;;;;;;;
validated;yes;base;;;43;Nitrite Reducing Bacteria;III;III;;11;;blueProject;microbe;;;8;;0;;"Add 3 microbes to this card.
ACTION: Add 1 microbe to this card, or remove 3 microbes from this card to flip an ocean tile.";action;;;;;;;;;;;microbe;;;microbe;Nitrite Reducing Bacteria;Bactéries Dénitrifiantes ;;;$other_arrow$$ressource_microbe$$skipline$OR$skipline$-3$ressource_microbe$: $other_ocean$;$other_arrow$$ressource_microbe$$skipline$OU$skipline$-3$ressource_microbe$: $other_ocean$;"Add 3 microbes to this card.
ACTION: Add 1 microbe to this card, or remove 3 microbes from this card to flip an ocean tile.";ACTION: Ajoutez 1 microbe sur cette carte ou retirez 3 microbes pour révéler une tuile Océan. ;;;;;Add 3 microbes to this card.;Ajoutez 3 microbes sur cette carte. ;;;;;$ressource_microbe$;;-3$ressource_microbe$: $other_ocean$;
validated;yes;base;;;44;Olympus Conference;I-II;I-II;;15;;blueProject;science;building;earth;2,0,4;1;0;;EFFECT: Whenever you play a SCIENCE, including this one, draw a card.;trigger;;;;;;;;;;;;;;;Olympus Conference;Conférence d'Olympus;;;$tag_science$: $ressource_card$;$tag_science$: $ressource_card$;EFFECT: Whenever you play a SCIENCE, including this one, draw a card.;EFFET: Lorsque vous jouez un $tag_science$, y compris celui-ci, piochez une carte. ;;;;;;;;;;;;;;
validated;yes;base;;;45;Optimal Aerobraking;I-II;I-II;;10;;blueProject;space;;;1;;0;;EFFECT: When you play an EVENT, you gain 2 heat and 2 plants.;trigger;;;;;;;;;;;;;;;Optimal Aerobraking;Freinage Aérodynamique;;;$tag_event$:$skipline$$ressource_heat$$ressource_heat$$skipline$$ressource_plant$$ressource_plant$;$tag_event$:$skipline$$ressource_heat$$ressource_heat$$skipline$$ressource_plant$$ressource_plant$;EFFECT: When you play an $tag_event$, you gain 2 heat and 2 plants.;EFFET: Lorsque vous jouez un $tag_event$, vous gagnez 2 chaleurs et 2 plantes.;;;;;;;;;;;;;;
validated;yes;base;;;46;Physics Complex;I-III;I-III;;5;;blueProject;science;building;;2,0;*;1;4 Science tags;"*=1 victory point for every 2 science resources on this card.
EFFECT: When you raise the temperature, add a science resource to this card.";trigger;;;;tag;min;;science;2;;4;science;;;science;Physics Complex;Complexe Physique;/ $ressource_science$$ressource_science$;/ $ressource_science$$ressource_science$;$other_temperature$ : $ressource_science$;$other_temperature$ : $ressource_science$;EFFECT: When you raise the temperature, add a $ressource_science$ to this card.;EFFET: Lorsque vous augmentez la température, ajoutez 1 $tag_science$ sur cette carte.;;;;;;;4 $tag_science$;4 $tag_science$;Requires 4 $tag_science$.;Requiert 4 $tag_science$.;;;;
validated;yes;base;;;47;Power Infrastructure;III;III;;4;;blueProject;building;power;;0,3;;0;;ACTION: Spend any amount of heat to gain that many MC.;action;;;;;;;;;;;;;;;Power Infrastructure;Infrastructures Electrique;;;$other_arrow$$skipline$-X$ressource_heat$: $ressource_megacreditvoid_X$;$other_arrow$$skipline$-X$ressource_heat$: $ressource_megacreditvoid_X$;ACTION: Spend any amount of heat to gain that many MC.;ACTION: Dépensez n'importe quelle quantité de chaleur pour gagner une même quantité de MC. ;;;;;;;;;;;-X$ressource_heat$: $ressource_megacreditvoid_X$;;;
validated;no;base;remove;;48;Recycled Detritus;I-II;I-II;;24;;blueProject;;;;;1;0;;EFFECT: When you play an EVENT, draw 2 cards.;trigger;;;;;;;;;;;;;;;Recycled Detritus;Déchets Recyclés;;;$tag_event$: $ressource_card$$ressource_card$;$tag_event$: $ressource_card$$ressource_card$;EFFECT: When you play an EVENT, draw 2 cards.;EFFET: Lorsque vous jouez un $tag_event$, piochez deux cartes. ;;;;;;;;;;;;;;
validated;yes;base;add;;48B;Recycled Detritus B;I-II;I-II;;24;;blueProject;;;;;1;0;;EFFECT: When you play an EVENT, draw 2 cards.;trigger;;;;;;;;;;;;;;;Recycled Detritus B;Déchets Recyclés B;;;$tag_event$: $ressource_card$$ressource_card$;$tag_event$: $ressource_card$$ressource_card$;EFFECT: When you play an EVENT, draw 2 cards.;EFFET: Lorsque vous jouez un $tag_event$, piochez deux cartes. ;;;;;;;$tag_event$$tag_event$;;Requires 2 $tag_event$.;Requiert 2 $tag_event$.;;;;
validated;yes;base;;;49;Redrafted Contracts;III;III;;4;;blueProject;;;;;;0;;ACTION: Discard up to 3 cards from your hand. Draw that number of cards.;action;;;;;;;;;;;;;;;Redrafted Contracts;Contrats Renouvelés;;;$other_arrow$$skipline$1-3 $other_discard$:$skipline$1-3$ressource_card$;$other_arrow$$skipline$1-3 $other_discard$:$skipline$1-3$ressource_card$;ACTION: Discard up to 3 cards from your hand. Draw that number of cards.;ACTION: Défaussez jusqu'à trois cartes de votre main. Piochez un même nombre de cartes.;;;;;;;;;;;1-3 $other_discard$: 1-3$ressource_card$;;;
validated;no;base;remove;;50;Regolith Eaters;III;III;;10;;blueProject;science;microbe;;2,8;;0;Temperature red;ACTION: Add 1 microbe to this card, or remove 2 microbes from this card and increase oxygen 1 step.;action;;;;;;;;;;;microbe;;;microbe;Regolith Eaters;Régolitovores;;;$other_arrow$$ressource_microbe$$skipline$OR$skipline$-$ressource_microbe$$ressource_microbe$: $other_oxygen$;$other_arrow$$ressource_microbe$$skipline$OU$skipline$-$ressource_microbe$$ressource_microbe$: $other_oxygen$;ACTION: Add 1 microbe to this card, or remove 2 microbes from this card and increase oxygen 1 step.;ACTION: Ajoutez 1 microbe sur cette carte ou retirez 2 microbes de cette carte pour augmenter l'oxygène de 1 niveau. ;;;;;;;$other_temperature$;$other_temperature$;Requires a red or warmer Temperature level.;Requiert un niveau de température rouge ou plus chaud. ;$ressource_microbe$;;-$ressource_microbe$$ressource_microbe$: $other_oxygen$;
implemented;yes;base;add;;50B;Regolith Eaters B;III;III;;10;;blueProject;science;microbe;;2,8;;0;Temperature red;ACTION: Add 1 microbe to this card, or remove 2 microbes from this card and increase oxygen 1 step.;action;;;;;;;;;;;microbe;;;microbe;Regolith Eaters B;Régolitovores B;;;$other_arrow$$ressource_microbe$$skipline$OR$skipline$-$ressource_microbe$$ressource_microbe$: $other_oxygen$;$other_arrow$$ressource_microbe$$skipline$OU$skipline$-$ressource_microbe$$ressource_microbe$: $other_oxygen$;ACTION: Add 1 microbe to this card, or remove 2 microbes from this card and increase oxygen 1 step.;ACTION: Ajoutez 1 microbe sur cette carte ou retirez 2 microbes de cette carte pour augmenter l'oxygène de 1 niveau. ;;;;;;;;;;;$ressource_microbe$;;-$ressource_microbe$$ressource_microbe$: $other_oxygen$;
validated;yes;base;;;51;Research Outpost;I-II;I-II;;6;;blueProject;science;building;;2,0;;0;;EFFECT: Whenever you play a card, you pay 1 MC less for it.;trigger;;;;;;;;;;;;;;;Research Outpost;Avant-Poste de Recherche;;;$ressource_card$: $ressource_megacreditvoid_-1$;$ressource_card$: $ressource_megacreditvoid_-1$;EFFECT: Whenever you play a card, you pay 1 MC less for it.;EFFET: Lorsque vous jouez une carte, le coût associé est réduit de 1 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;52;Restructured Resources;I-II;I-II;;7;;blueProject;;;;;;0;;EFFECT: When you play a card, you can spend 1 plant to reduce the cost of the card by 5 MC.;trigger;;;;;;;;;;;;;;;Restructured Resources;Ressources Restructurées;;;$ressource_card$:$skipline$-$ressource_plant$: $ressource_megacreditvoid_-5$;$ressource_card$:$skipline$-$ressource_plant$: $ressource_megacreditvoid_-5$;EFFECT: When you play a card, you can spend 1 plant to reduce the cost of the card by 5 MC.;EFFET: Lorsque vous jouez une carte, vous pouvez dépenser 1 plante pour réduire le coût associé de 5 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;53;Small Animals;I-III;I-III;;9;;blueProject;animal;;;7;*;1;Temperature red;"*=1 victory point for every 2 animals on this card.
EFFECT: When you gain forest victory points, add 1 animal to this card.";trigger;;;;heat;min;;;;red;;animal;;;animal;Small Animals;Petits Animaux;/ $ressource_animal$$ressource_animal$;/ $ressource_animal$$ressource_animal$;$other_forest$: $ressource_animal$;$other_forest$: $ressource_animal$;EFFECT: When you gain forest victory points, add 1 animal to this card.;EFFET: Lorsque vous gagnez un PV forêt, ajoutez un animal sur cette carte. ;;;;;;;$other_temperature$;$other_temperature$;Requires a Red or warmer Temperature level.;Requiert un niveau de temprétaure rouge ou plus chaude. ;;;;
validated;yes;base;;;54;Solarpunk;III;III;;15;;blueProject;space;plant;;1,6;1;0;;ACTION: Spend 15 MC to gain a forest tile and increase oxygen by 1 step. Reduce the cost by 2 MC per Titanium you have.;action;scalingCostActivation;;;;;;;;;;;;;;Solarpunk;Solarpunk;;;$other_arrow$$skipline$$ressource_megacreditvoid_15$: $other_forest$$skipline$$ressource_megacreditvoid_-2$ / $ressource_titanium$;$other_arrow$$skipline$$ressource_megacreditvoid_15$: $other_forest$$skipline$$ressource_megacreditvoid_-2$ / $ressource_titanium$;ACTION: Spend 15 MC to gain a forest tile and increase oxygen by 1 step. Reduce the cost by 2 MC per Titanium you have.;ACTION: Dépensez 15 MC pour gagner 1 PV Forêt et augmenter de l'oxygène de 1 niveau. Ce coût est réduit de 2 MC par titane en votre possession.;;;;;;;;;;;$ressource_megacreditvoid_15$  $other_forest$$skipline$$ressource_megacreditvoid_-2$ / $ressource_titanium$;;;
validated;no;base;remove;;55;Standard Technology;III;III;;15;;blueProject;science;;;2;1;0;;EFFECT: You pay 4 MC less for standard actions that cost MC.;trigger;;;;;;;;;;;;;;;Standard Technology;Technologie Standard;;;$other_standard$:$skipline$$ressource_megacreditvoid_-4$;$other_standard$:$skipline$$ressource_megacreditvoid_-4$;EFFECT: You pay 4 MC less for standard actions that cost MC.;EFFET: Le coût associé aux actions standards coûtant des MC est réduit de 4 MC. ;;;;;;;;;;;;;;
validated;yes;base;add;;55B;Standard Technology B;III;III;;11;;blueProject;science;;;2;1;0;;EFFECT: You pay 4 MC less for standard actions that cost MC.;trigger;;;;;;;;;;;;;;;Standard Technology B;Technologie Standard B;;;$other_standard$:$skipline$$ressource_megacreditvoid_-2$;$other_standard$:$skipline$$ressource_megacreditvoid_-2$;EFFECT: You pay 2 MC less for standard actions that cost MC.;EFFET: Le coût associé aux actions standards coûtant des MC est réduit de 2 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;56;Steelworks;III;III;;15;;blueProject;building;;;0;1;0;;ACTION: Spend 6 heat to gain 2 MC and increase oxygen by 1 step.;action;;;;;;;;;;;;;;;Steelworks;Aciéries ;;;$other_arrow$$skipline$-6$ressource_heat$:$skipline$$ressource_megacreditvoid_2$$other_oxygen$;$other_arrow$$skipline$-6$ressource_heat$:$skipline$$ressource_megacreditvoid_2$$other_oxygen$;ACTION: Spend 6 heat to gain 2 MC and increase oxygen by 1 step.;ACTION: Dépensez 6 chaleurs pour gagner 2 MC et augmenter l'oxygène de 1 niveau. ;;;;;;;;;;;-6$ressource_heat$: $ressource_megacreditvoid_2$$other_oxygen$;;;
validated;yes;base;;;57;Symbiotic Fungus;III;III;;3;;blueProject;microbe;;;8;;0;Temperature red;ACTION: Add a microbe to another card.;action;;;;;;;;;;;;;;;Symbiotic Fungus;Moisissures Symbiotiques;;;$other_arrow$$skipline$$ressource_microbe$*;$other_arrow$$skipline$$ressource_microbe$*;ACTION: Add a microbe to another card.;ACTION: Ajoutez 1 microbe sur une AUTRE* carte. ;;;;;;;$other_temperature$;$other_temperature$;Requires a red or warmer Temperature level.;Requiert un niveau de température rouge ou plus chaude. ;$ressource_microbe$*;;;
validated;yes;base;;;58;Tardigrades;III;III;;6;;blueProject;microbe;;;8;*;1;;"*=1 victory point for every 3 microbes on this card.
ACTION: Add 1 microbe to this card.";action;;;;;;;;;;;microbe;;;microbe;Tardigrades;Tardigrades;/ $ressource_microbe$$ressource_microbe$$ressource_microbe$;/ $ressource_microbe$$ressource_microbe$$ressource_microbe$;$other_arrow$$skipline$$ressource_microbe$;$other_arrow$$skipline$$ressource_microbe$;ACTION: Add 1 microbe to this card.;ACTION: Ajoutez 1 microbe sur cette carte.;;;;;;;;;;;$ressource_microbe$;;;
validated;yes;base;;;59;Think Tank;III;III;;13;;blueProject;science;;;2;*;1;;"*=1 victory point for every 3 blue cards you have played.
ACTION: Spend 2 MC to draw a card.";action;;;;;;;;;;;;;;;Think Tank;Cellule de Réflexion ;/ $other_bluecard$$other_bluecard$$other_bluecard$;/ $other_bluecard$$other_bluecard$$other_bluecard$;$other_arrow$$skipline$$ressource_megacreditvoid_-2$: $ressource_card$;$other_arrow$$skipline$$ressource_megacreditvoid_-2$: $ressource_card$;ACTION: Spend 2 MC to draw a card.;ACTION: Dépensez 2 MC pour piocher une carte. ;;;;;;;;;;;$ressource_megacreditvoid_-2$: $ressource_card$;;;
validated;yes;base;;;60;United Planetary Alliance;V;V;;11;;blueProject;science;earth;;2,4;;0;;EFFECT: When you draw cards during the research phase, draw an additional card and keep an additional card.;trigger;;;;;;;;;;;;;;;United Planetary Alliance;Alliance des Planètes Unies ;;;$other_researchsymbol$: $other_researchcard$$ressource_card$;$other_researchsymbol$: $other_researchcard$$ressource_card$;EFFECT: When you draw cards during the research phase, draw an additional card and keep an additional card.;EFFET: Lorsque vous piochez des cartes pendant la phase de recherche, piocjez une carte supplémentaire et conservez une carte supplémentaire. ;;;;;;;;;;;;;;
validated;yes;base;;;61;Viral Enhancers;I-II;I-II;;8;;blueProject;microbe;plant;;8,6;;0;;EFFECT: When you play a ANIMAL, MICROBE or PLANT, including this one, gain 1 plant or add 1 animal or microbe to another card.;trigger;;;;;;;;;;;;;;;Viral Enhancers;Améliorations de Virus ;;;$tag_animal$/$tag_microbe$/$tag_plant$:$skipline$$ressource_plant$/$ressource_microbe$*/$ressource_animal$*;$tag_animal$/$tag_microbe$/$tag_plant$:$skipline$$ressource_plant$/$ressource_microbe$*/$ressource_animal$*;EFFECT: When you play a $tag_animal$, $tag_microbe$ or $tag_plant$, including this one, gain 1 plant or add 1 animal or microbe to another card.;EFFET: Lorsque vous jouez un $tag_animal$, $tag_microbe$, ou $tag_plant$, y compris ceux-ci, ajoutez 1 animal ou microbe sur une AUTRE* carte. ;;;;;;;;;;;;;;
